mean_rssi,num_active_bs,Latitude,Longitude,hour
-124.8076923076923,26,51.2005577087,4.4121966362,9
-127.58620689655173,29,51.1942977905,4.4182467461,16
-125.0,23,51.22706604,4.4059567452,8
-129.0,30,51.1942062378,4.418419838,22
-126.21428571428571,28,51.2034187317,4.4254932404,9
-126.18181818181819,11,51.211501,4.3955314,17
-128.32142857142858,28,51.1941947937,4.4186868668,15
-122.63157894736842,19,51.2268562317,4.4018349648,8
-107.5,2,51.2313537598,4.434343338,8
-127.45454545454545,33,51.1944084167,4.4183449745,3
-119.08695652173913,23,51.2349967957,4.422850132,8
-127.53571428571429,28,51.1944465637,4.4185366631,17
-121.33333333333333,30,51.22996521,4.4120764732,15
-125.91891891891892,37,51.1976928711,4.3972916603,13
-127.0,2,51.2330551147,4.4319834709,7
-120.75,24,51.2323036194,4.4032235146,9
-119.65789473684211,38,51.2332572937,4.4159765244,22
-122.0,2,51.2024841309,4.4177951813,12
-112.0,1,51.2311248779,4.3917217255,13
-125.0,1,51.2117004395,4.4002633095,17
-122.13888888888889,36,51.2304916382,4.4041318893,10
-128.51724137931035,29,51.1943740845,4.4185681343,13
-126.87096774193549,31,51.1941833496,4.4183998108,15
-112.85714285714286,7,51.2289581299,4.4420399666,12
-120.34375,32,51.2142066956,4.4187850952,10
-115.0,2,51.2298045,4.441424,16
-124.0,33,51.2275466919,4.4017448425,8
-127.70370370370371,27,51.1944465637,4.418525219,11
-126.5625,32,51.1942901611,4.4182248116,14
-123.76,25,51.2034416199,4.4255485535,12
-124.70588235294117,17,51.2198073,4.3662603,10
-114.0,6,51.2118894,4.3649179,14
-123.45454545454545,11,51.211802,4.3944292,5
-126.2,30,51.2192764282,4.3668217659,12
-126.90322580645162,31,51.1892071,4.4032477,17
-127.65384615384616,26,51.1944732666,4.4185633659,12
-121.75,20,51.2162399292,4.4103784561,16
-121.78125,32,51.2103691101,4.4187483788,11
-121.25925925925925,27,51.20337677,4.4255251885,12
-125.53846153846153,26,51.2019691467,4.3905568123,8
-121.0,1,51.2116241455,4.3915014267,7
-121.38095238095238,42,51.2349243164,4.4175467491,23
-125.0,25,51.2191543579,4.4044032097,8
-124.85714285714286,21,51.224811554,4.4256882668,16
-126.27272727272727,11,51.2112483,4.3953919,17
-128.5483870967742,31,51.1942367554,4.4182701111,21
-125.57142857142857,21,51.1942515,4.4029649,17
-117.1875,32,51.2355537415,4.4164299965,21
-94.0,1,51.2303009033,4.405371666,11
-131.0,1,51.2214851379,4.4071216583,14
-120.4,40,51.2172050476,4.4164266586,13
-129.36,25,51.2038612366,4.4145531654,8
-125.94117647058823,34,51.2261390686,4.417863369,13
-127.51612903225806,31,51.2033195496,4.425620079,15
-128.5,2,51.1945953369,4.404768467,14
-127.61538461538461,26,51.2078285217,4.4206867218,9
-121.27777777777777,36,51.210269928,4.4221282005,14
-122.64864864864865,37,51.232421875,4.4029684067,9
-129.0,28,51.1943893433,4.4185533524,14
-123.72727272727273,22,51.1984062195,4.4075698853,14
-124.1875,16,51.2048187256,4.400478363,13
-119.89473684210526,19,51.2323379517,4.4288182259,11
-121.4,20,51.210849762,4.4255385399,8
-126.26923076923077,26,51.210773468,4.4258699417,7
-117.65384615384616,26,51.2313117981,4.4053068161,8
-126.48387096774194,31,51.194190979,4.4189748764,6
-122.35714285714286,14,51.2312736511,4.4289765358,12
-126.57692307692308,26,51.2161407471,4.4104299545,15
-121.63636363636364,11,51.2254524231,4.4037652016,7
-124.62857142857143,35,51.2006645203,4.4117465019,9
-123.06666666666666,15,51.2058563232,4.4312767983,13
-123.5,38,51.2283744812,4.4064364433,14
-121.66666666666667,21,51.2155799866,4.4082331657,14
-126.55,20,51.22108078,4.4062600136,13
-129.20689655172413,29,51.1943626404,4.4186401367,23
-122.09375,32,51.2354927063,4.4219231606,9
-115.33333333333333,3,51.206161499,4.3982014656,13
-122.46153846153847,26,51.2192611694,4.404709816,18
-121.10344827586206,29,51.2279129028,4.4021716118,10
-127.61904761904762,21,51.2048034668,4.4200248718,13
-119.02702702702703,37,51.2325782776,4.4174566269,21
-124.74074074074075,27,51.2299842834,4.4055781364,14
-119.0,1,51.2031097412,4.4203267098,8
-124.0,32,51.2296867371,4.4016318321,9
-127.9047619047619,21,51.2018623352,4.4201049805,14
-124.71428571428571,35,51.2172546387,4.4192447662,15
-122.96,25,51.2090492249,4.4346966744,8
-129.06896551724137,29,51.1944160461,4.4185500145,15
-128.5,26,51.2208061218,4.4137334824,9
-125.37931034482759,29,51.2153701782,4.4125185013,10
-123.07142857142857,14,51.2186355591,4.4081282616,16
-124.17647058823529,34,51.2303009033,4.4024233818,13
-125.61111111111111,36,51.1937522888,4.4117717743,14
-123.36363636363636,11,51.2116835,4.3940317,23
-119.95238095238095,21,51.2225265503,4.4361801148,16
-124.13333333333334,30,51.2214431763,4.4191665649,9
-124.94444444444444,18,51.2225684,4.4097896,10
-117.5,8,51.2097663879,4.4116382599,13
-122.5,24,51.2310028076,4.4313898087,10
-126.3103448275862,29,51.1942481995,4.4184918404,14
-124.95652173913044,23,51.2129135132,4.4252052307,13
-121.725,40,51.2222442627,4.4163651466,10
-125.44827586206897,29,51.2163772583,4.4103484154,16
-125.48,25,51.2055511475,4.4175615311,7
-125.5,32,51.1942253113,4.4182734489,6
-120.57894736842105,19,51.2272491455,4.4282617569,13
-120.0,33,51.2317276001,4.4110751152,7
-121.66666666666667,9,51.2035140991,4.4273066521,8
-117.22222222222223,9,51.2302131653,4.4023518562,7
-120.78125,32,51.2312927246,4.4033031464,14
-127.0,25,51.2109832764,4.4260149002,8
-133.0,1,51.2075691223,4.4149250984,8
-126.42307692307692,26,51.1943778992,4.4185981751,7
-121.72,25,51.2213429,4.3873315,18
-127.92857142857143,28,51.194316864,4.4185714722,2
-127.0,28,51.2016220093,4.4254484177,11
-126.58064516129032,31,51.2006568909,4.4118552208,9
-126.72413793103448,29,51.2258338928,4.3775668144,11
-130.11111111111111,18,51.2068862915,4.4499435425,13
-122.6,40,51.2305831909,4.4019351006,11
-122.62962962962963,27,51.2145347595,4.4183630943,9
-122.58823529411765,17,51.2203216553,4.4420232773,9
-116.11111111111111,18,51.2137832642,4.4236884117,9
-128.8235294117647,17,51.1859316,4.4259468,18
-126.55263157894737,38,51.1996879578,4.4146065712,15
-126.66666666666667,24,51.2071876526,4.3973565102,7
-126.19354838709677,31,51.1922264099,4.4225831032,9
-122.0,22,51.2249183655,4.4010434151,9
-124.19047619047619,21,51.2015724182,4.4235849381,11
-114.0,1,51.2318534851,4.4052615166,11
-128.1,30,51.2052001953,4.4239449501,13
-124.93548387096774,31,51.1942367554,4.4185018539,4
-125.3125,16,51.218170166,4.4422550201,9
-127.84848484848484,33,51.1943626404,4.4182734489,17
-113.0,2,51.2096672058,4.3997049332,6
-123.37037037037037,27,51.2104492188,4.4189667702,9
-80.0,1,51.2308235168,4.4026966095,10
-123.93103448275862,29,51.1942634583,4.4184117317,16
-127.0,1,51.2269020081,4.4017333984,17
-123.11111111111111,18,51.2049865723,4.4001731873,13
-104.25,4,51.2055358887,4.4101881981,13
-127.56521739130434,23,51.2035522461,4.4472432137,15
-123.81818181818181,11,51.2085380554,4.4138364792,10
-122.54166666666667,24,51.2259521484,4.4005498886,8
-126.26470588235294,34,51.1942710876,4.4181618691,22
-127.125,16,51.2014427185,4.4237232208,10
-128.8148148148148,27,51.1947631836,4.4004182816,17
-119.23684210526316,38,51.2359619141,4.4155468941,2
-121.73333333333333,30,51.2275314331,4.4015598297,10
-118.875,16,51.2087783813,4.4243102074,10
-126.71428571428571,28,51.1943397522,4.4181799889,16
-126.9,10,51.2112719,4.3952957,1
-125.6,20,51.2273445129,4.4084048271,8
-124.96,25,51.2082901001,4.3406867981,15
-115.0,5,51.2271385193,4.4139299393,8
-121.5,2,51.2048454285,4.4464182854,9
-113.6,5,51.2139663696,4.4268050194,9
-122.6875,16,51.2150611877,4.4257631302,7
-120.75,28,51.2131881714,4.4234580994,9
-126.75,12,51.2077407837,4.4165534973,10
-107.0,3,51.2038192749,4.4093499184,10
-126.81481481481481,27,51.1943016052,4.4181017876,8
-121.0,24,51.2166671753,4.4054784775,13
-123.3,10,51.2123892,4.3948174,23
-119.94117647058823,34,51.2296791077,4.4018549919,8
-125.55555555555556,27,51.2122917175,4.4083218575,10
-126.3,20,51.2123680115,4.426115036,7
-99.0,1,51.2070884705,4.4112701416,10
-121.91428571428571,35,51.2309570312,4.4119768143,9
-119.64,25,51.2278900146,4.4158935547,7
-121.79166666666667,24,51.2122917175,4.4485683441,10
-120.8529411764706,34,51.2197494507,4.4184818268,7
-123.5,30,51.2034263611,4.4254350662,12
-126.0,1,51.2063179016,4.4426584244,10
-123.34782608695652,23,51.2213134766,4.4197735786,8
-125.07692307692308,26,51.2311553955,4.4052467346,10
-116.5,2,51.1942634583,4.4050102234,7
-119.51515151515152,33,51.222114563,4.4165315628,8
-104.0,1,51.2276115417,4.4210300446,10
-125.5,28,51.2191009521,4.4044752121,18
-132.0,1,51.2347640991,4.4259648323,11
-121.28571428571429,7,51.2213516235,4.4310832024,14
-123.46153846153847,26,51.2189445496,4.4044351578,7
-122.75,28,51.2324028015,4.4030218124,9
-124.0,2,51.1948432922,4.4559898377,13
-123.54838709677419,31,51.2034187317,4.4254150391,12
-126.10714285714286,28,51.1944274902,4.4179668427,10
-129.24137931034483,29,51.1941833496,4.4186968803,14
-122.42857142857143,21,51.194393158,4.4069051743,11
-100.0,1,51.1916647,4.4035514,6
-122.88461538461539,26,51.1959571838,4.4085350037,15
-122.08333333333333,36,51.2303390503,4.4125452042,15
-126.79166666666667,24,51.2040290833,4.4220833778,10
-123.04166666666667,24,51.2060432434,4.3870368004,9
-124.0,30,51.2122879028,4.4097218514,7
-123.23333333333333,30,51.2271728516,4.4045667648,9
-132.94736842105263,19,51.2020149231,4.4189047813,10
-122.52173913043478,23,51.2270317078,4.4041633606,9
-122.11904761904762,42,51.2176589966,4.4171566963,10
-124.03703703703704,27,51.2133369446,4.4338717461,14
-123.88461538461539,26,51.227306366,4.4108600617,9
-127.59375,32,51.2004394531,4.4114298821,10
-121.06666666666666,15,51.2114181519,4.3964867592,14
-120.56,25,51.2214809,4.3870195,16
-127.64285714285714,14,51.2094521,4.3350154,15
-124.76190476190476,21,51.2266044617,4.4050116539,9
-113.8,5,51.2355461121,4.4032897949,19
-121.33333333333333,3,51.2102661133,4.4248385429,8
-125.91666666666667,36,51.1944541931,4.4088301659,14
-115.8,5,51.2079200745,4.43486166,9
-121.38235294117646,34,51.2275733948,4.4119200707,10
-123.96551724137932,29,51.2129096985,4.4099297524,11
-117.95238095238095,21,51.2293014526,4.442510128,12
-125.77777777777777,27,51.1989135742,4.407081604,16
-130.15,20,51.203414917,4.4270715714,8
-123.96153846153847,26,51.2078552246,4.339691639,15
-126.79166666666667,24,51.2123832703,4.4244198799,9
-129.4,30,51.1948165894,4.4088835716,9
-129.66666666666666,27,51.1943740845,4.4185352325,2
-116.25,4,51.2228965759,4.3982400894,17
-124.81818181818181,22,51.2159423828,4.4103498459,15
-123.18181818181819,11,51.2119541,4.3946407,1
-107.0,1,51.2092309,4.4071276,11
-119.65517241379311,29,51.218006134,4.4212684631,10
-121.48648648648648,37,51.2359771729,4.4164085388,14
-126.875,24,51.1944618225,4.4183931351,5
-85.0,1,51.2120780945,4.3965849876,8
-127.39285714285714,28,51.2159118652,4.416118145,9
-120.5,20,51.2091026306,4.43572855,11
-126.27272727272727,22,51.203212738,4.4144382477,11
-127.0,1,51.221496582,4.4427866936,12
-108.66666666666667,12,51.2353134155,4.4298048019,10
-123.38461538461539,13,51.2123259,4.394838,10
-121.57142857142857,42,51.2316551208,4.4194698334,19
-116.9090909090909,22,51.2282905579,4.4393935204,10
-123.58620689655173,29,51.2139167786,4.4342184067,10
-126.0,22,51.2150535583,4.4376897812,14
-124.20689655172414,29,51.1942634583,4.4184951782,3
-124.36363636363636,11,51.2123767,4.3950648,8
-117.4,15,51.2127571106,4.4210801125,8
-122.23809523809524,21,51.2032775879,4.4261264801,12
-123.125,24,51.1993637085,4.3910083771,8
-120.92857142857143,28,51.2310523987,4.4023485184,9
-114.5,2,51.2228927612,4.4162797928,16
-120.52173913043478,23,51.233039856,4.4294199944,11
-121.05882352941177,34,51.2146873474,4.4092898369,10
-122.2,10,51.2119024,4.3947127,9
-123.82352941176471,17,51.219543457,4.4415831566,6
-121.75,32,51.2299308777,4.4197516441,11
-125.0,28,51.2108726501,4.4068250656,8
-118.5,22,51.2144813538,4.4180583954,9
-126.45454545454545,33,51.1975250244,4.4481482506,13
-127.10344827586206,29,51.1942405701,4.4183831215,12
-124.16666666666667,18,51.2078056335,4.4272818565,13
-124.65714285714286,35,51.2306632996,4.4028468132,8
-124.2,30,51.2176818848,4.4135985375,10
-124.96774193548387,31,51.2143974304,4.4108252525,8
-122.03125,32,51.2158050537,4.4142451286,9
-124.33333333333333,24,51.2061767578,4.4098982811,7
-124.07407407407408,27,51.2041625977,4.4104266167,14
-127.96875,32,51.1942825317,4.4183115959,20
-127.17241379310344,29,51.1942481995,4.4182534218,13
-127.44736842105263,38,51.1970787048,4.410451889,11
-119.03125,32,51.2200965881,4.4495782852,7
-118.75,12,51.2224979,4.4098345,9
-117.96153846153847,26,51.2160606384,4.4045600891,10
-125.0,1,51.2196159363,4.4112682343,7
-125.07142857142857,28,51.2232551575,4.398431778,9
-88.0,1,51.2198982239,4.4149184227,7
-125.52941176470588,17,51.2317047119,4.4288635254,10
-127.0,20,51.2065887451,4.4157299995,10
-108.0,1,51.2018928528,4.4280233383,12
-121.625,16,51.2000770569,4.3996701241,8
-124.80645161290323,31,51.2345199585,4.4055566788,10
-115.63157894736842,19,51.2192192078,4.41989851,7
-123.57142857142857,7,51.2203216553,4.4178414345,14
-121.58823529411765,34,51.1958389282,4.3894782066,12
-119.71428571428571,21,51.2284431458,4.4349050522,8
-122.0,2,51.1973648071,4.4444198608,13
-120.9,30,51.2133255005,4.4234747887,8
-123.23333333333333,30,51.1942138672,4.4184617996,16
-122.44444444444444,27,51.2092208862,4.4379367828,13
-115.66666666666667,6,51.2192726135,4.4192967415,16
-126.9,30,51.1942904,4.4047541,17
-129.0,14,51.2254257202,4.4039335251,10
-123.95652173913044,23,51.2160682678,4.4428701401,10
-123.96153846153847,26,51.2190704346,4.4045801163,8
-125.28571428571429,21,51.1945075989,4.4054899216,15
-122.52173913043478,23,51.2038803101,4.3893666267,8
-127.35714285714286,14,51.2080574036,4.4150834084,9
-117.41666666666667,24,51.2224464417,4.4363431931,15
-128.0,25,51.194355011,4.4186201096,1
-127.1923076923077,26,51.1892691,4.4031522,10
-123.66666666666667,21,51.2119598389,4.4255251885,9
-126.44827586206897,29,51.1942558289,4.418633461,9
-121.1,40,51.2338638306,4.4167733192,22
-124.1,20,51.2209587097,4.4052114487,14
-127.0,1,51.2328796387,4.4029865265,11
-131.25,16,51.187339,4.4251727,17
-123.93548387096774,31,51.2157669067,4.3933167458,12
-120.41379310344827,29,51.2358436584,4.4207334518,10
-121.0,1,51.201007843,4.4160366058,8
-120.02564102564102,39,51.2354240417,4.4175815582,22
-128.0,24,51.1942596436,4.403948307,7
-127.22222222222223,27,51.1944236755,4.4185500145,6
-120.0,3,51.2075958252,4.4024548531,15
-94.5,2,51.2117424011,4.4093799591,13
-128.33333333333334,27,51.1944351196,4.4185900688,20
-121.82608695652173,23,51.218044281,4.4444584847,9
-127.81818181818181,22,51.2199883,4.3659373,19
-125.19354838709677,31,51.2033500671,4.4256248474,11
-125.0,17,51.2015151978,4.4288682938,8
-120.41666666666667,36,51.2138252258,4.4226465225,9
-125.0,3,51.2166175842,4.4055747986,9
-116.25,12,51.2278137207,4.4018535614,8
-126.80645161290323,31,51.1990318298,4.4071331024,8
-125.07692307692308,26,51.1942253113,4.4183402062,18
-125.44444444444444,27,51.2166925,4.3931046,12
-125.0,14,51.2079467773,4.4131932259,9
-127.19354838709677,31,51.194316864,4.4185032845,5
-94.0,2,51.2312927246,4.4077415466,7
-122.56521739130434,23,51.2290611267,4.4180049896,10
-121.86666666666666,15,51.2302131653,4.4301834106,10
-120.66666666666667,27,51.2359619141,4.4206800461,9
-122.06896551724138,29,51.2270278931,4.4072899818,14
-124.4375,16,51.2221755981,4.4411449432,8
-117.0,1,51.2025604248,4.4101901054,15
-127.0,24,51.1943473816,4.4185681343,5
-124.2,30,51.2280654907,4.4088401794,8
-123.375,24,51.2204284668,4.4417214394,9
-123.66666666666667,9,51.2092151,4.3348447,16
-121.46153846153847,26,51.2126274109,4.4563965797,10
-123.78947368421052,19,51.2273139954,4.4077348709,9
-102.5,4,51.2275886536,4.4137735367,6
-123.05263157894737,19,51.2255859375,4.4091114998,9
-128.0,31,51.1943893433,4.4182882309,9
-120.41025641025641,39,51.2306518555,4.4026899338,16
-122.42857142857143,35,51.2272529602,4.4052467346,10
-126.33333333333333,21,51.194355011,4.4185533524,4
-119.34375,32,51.2185935974,4.449283123,7
-90.0,1,51.2237281799,4.4154834747,8
-94.0,1,51.2104415894,4.3879919052,8
-113.8,10,51.2255783081,4.4332151413,7
-125.1,30,51.1945457458,4.4183402062,18
-127.57575757575758,33,51.1940536499,4.4180049896,15
-124.17857142857143,28,51.2034378052,4.393781662,11
-128.72,25,51.1944351196,4.4185800552,2
-128.25925925925927,27,51.1942329407,4.4184150696,0
-126.75,28,51.1948699951,4.4195251465,2
-120.95238095238095,42,51.234413147,4.417429924,23
-125.21428571428571,28,51.1943016052,4.418343544,3
-128.42105263157896,19,51.2014350891,4.4277849197,12
-128.8125,32,51.1942558289,4.4184098244,5
-126.19047619047619,21,51.2014846802,4.4237017632,12
-120.8974358974359,39,51.2355690002,4.4164748192,22
-123.0909090909091,22,51.210811615,4.4290118218,12
-124.18518518518519,27,51.1959686279,4.4085001946,15
-126.08695652173913,23,51.2131614685,4.4122052193,9
-134.0,1,51.2077598572,4.4429149628,16
-126.44444444444444,27,51.2170219421,4.4079518318,7
-117.27272727272727,22,51.2310905457,4.4119467735,11
-122.27272727272727,11,51.2096710205,4.4116482735,13
-119.03225806451613,31,51.2153701782,4.4051084518,7
-127.13333333333334,15,51.2123602,4.3950416,3
-116.0,18,51.2268180847,4.4122285843,7
-129.55172413793105,29,51.194355011,4.4186115265,23
-117.9090909090909,11,51.214263916,4.4001216888,10
-129.83333333333334,24,51.1943702698,4.4185199738,3
-126.57692307692308,26,51.194732666,4.4201364517,9
-127.03448275862068,29,51.1882972717,4.4510035515,14
-126.6842105263158,19,51.2199911,4.366273,16
-124.53846153846153,13,51.2200584412,4.4055285454,14
-117.48484848484848,33,51.2331428528,4.4058618546,13
-122.1,10,51.2266159058,4.4052114487,8
-120.75,32,51.2315368652,4.4191484451,21
-125.96969696969697,33,51.2033500671,4.4255533218,11
-126.0,27,51.194568634,4.4191565514,11
-128.3548387096774,31,51.1945037842,4.4188132286,17
-84.0,1,51.2323150635,4.4340834618,8
-119.64516129032258,31,51.2261543274,4.4001998901,10
-121.0,32,51.2157707214,4.4139633179,10
-121.61904761904762,42,51.2183036804,4.4143948555,9
-124.58333333333333,24,51.2152557373,4.4084448814,15
-116.66666666666667,3,51.2131118774,4.4286732674,13
-122.86206896551724,29,51.2279968262,4.4061932564,8
-127.4,10,51.2114271,4.3953995,16
-127.45161290322581,31,51.1942672729,4.4182415009,16
-122.60526315789474,38,51.2154846191,4.4092450142,12
-126.97058823529412,34,51.1943359375,4.4185051918,9
-128.7037037037037,27,51.1942825317,4.4186000824,15
-123.8,25,51.2336616516,4.4221901894,8
-122.14814814814815,27,51.2136459351,4.4225831032,8
-113.2,5,51.2311477661,4.4112448692,8
-124.66666666666667,30,51.2034568787,4.4255933762,12
-122.14814814814815,27,51.2271766663,4.4020934105,7
-124.08333333333333,24,51.2276954651,4.4094400406,8
-122.66666666666667,12,51.208404541,4.4136781693,10
-127.30434782608695,23,51.1944580078,4.4185266495,10
-98.125,16,51.2343482971,4.4343132973,18
-114.27272727272727,11,51.2071914673,4.4036216736,13
-129.61111111111111,18,51.1930084229,4.4100532532,15
-122.78260869565217,23,51.2288131714,4.4376883507,10
-124.47619047619048,21,51.2268638611,4.4069252014,10
-123.3076923076923,26,51.1996917725,4.3909568787,8
-122.625,24,51.2072982788,4.4057884216,14
-118.0,3,51.1994018555,4.4159650803,11
-121.92857142857143,28,51.2322616577,4.4029984474,11
-127.875,32,51.1942443848,4.4184384346,0
-119.95238095238095,42,51.218208313,4.4144616127,10
-125.6,30,51.2005577087,4.4118332863,10
-121.025,40,51.2261352539,4.4208817482,20
-130.35,20,51.2011566162,4.4167218208,13
-122.08823529411765,34,51.2304534912,4.4033532143,9
-125.1875,16,51.2247085571,4.4074282646,9
-126.92857142857143,28,51.1943397522,4.4182548523,10
-117.25806451612904,31,51.2353057861,4.4205751419,11
-120.45454545454545,11,51.2132034302,4.4279298782,9
-119.21875,32,51.2311859131,4.4112048149,8
-122.5,32,51.2303771973,4.4021501541,7
-129.38095238095238,21,51.1867174,4.4255739,17
-94.0,1,51.2062187195,4.4024548531,13
-124.89473684210526,19,51.2012672424,4.398721695,13
-120.2,35,51.2308235168,4.403131485,8
-123.0909090909091,22,51.2007255554,4.4214901924,10
-105.0,1,51.2275085449,4.4395751953,16
-129.9,30,51.1944580078,4.418428421,5
-115.42857142857143,7,51.2310180664,4.4123682976,12
-122.52941176470588,34,51.2190895081,4.404381752,11
-124.26315789473684,19,51.2072753906,4.4036564827,16
-118.23333333333333,30,51.2306213379,4.4028048515,7
-122.31818181818181,22,51.2215499878,4.4144215584,9
-118.8,5,51.2204399109,4.411564827,7
-117.0,1,51.2039413452,4.4255399704,8
-110.0,1,51.2117347717,4.4089198113,10
-133.0,1,51.2138175964,4.4160084724,15
-121.9,30,51.2291030884,4.4117116928,7
-128.34782608695653,23,51.1944313049,4.418610096,9
-122.83783783783784,37,51.2173805237,4.4165415764,7
-124.23529411764706,34,51.2006454468,4.411875248,8
-114.11111111111111,9,51.2165184021,4.4056115151,16
-122.9090909090909,44,51.2358207703,4.4175748825,9
-126.11538461538461,26,51.1944274902,4.4184966087,10
-128.0,19,51.2075271606,4.4306015968,8
-123.89473684210526,38,51.2279281616,4.4066534042,15
-123.25,24,51.2123451233,4.4204850197,9
-119.56756756756756,37,51.2352867126,4.4182882309,4
-82.0,1,51.2257385254,4.3999733925,8
-119.64285714285714,28,51.2144966125,4.4188566208,9
-105.27272727272727,11,51.2339319,4.4353568,14
-123.72,25,51.2098197937,4.3888602257,7
-123.2,15,51.2010688782,4.4062900543,9
-114.83333333333333,6,51.2249145508,4.4153666496,9
-125.96428571428571,28,51.2104034424,4.4059581757,11
-130.53846153846155,26,51.1944313049,4.418610096,4
-130.0,1,51.2112,4.4230917,12
-126.48,25,51.2093544006,4.3911151886,17
-128.89285714285714,28,51.1870206,4.404262,6
-125.96875,32,51.1946029663,4.4091048241,15
-128.3,10,51.1969566345,4.4552550316,8
-119.0,10,51.233921051,4.4031715393,18
-121.20689655172414,29,51.2257461548,4.3904681206,13
-123.0,2,51.1880347,4.404157,17
-123.74074074074075,27,51.2264137268,4.4006347656,10
-129.67741935483872,31,51.1943664551,4.4184551239,17
-122.02702702702703,37,51.2109298706,4.4232516289,9
-128.375,24,51.1943016052,4.4187002182,15
-122.5,10,51.2100982666,4.4109935761,11
-126.5,2,51.2190246582,4.4436750412,9
-121.15384615384616,13,51.1999435425,4.3945198059,15
-127.73684210526316,19,51.1911811829,4.4497485161,14
-135.0,1,51.2055397034,4.3925681114,9
-117.5,2,51.2096672058,4.4129881859,14
-122.9047619047619,21,51.2076911926,4.3943247795,10
-119.61904761904762,21,51.2305297852,4.4369034767,8
-121.33333333333333,30,51.2313270569,4.4038648605,13
-122.97142857142858,35,51.2307128906,4.4029631615,9
-123.47619047619048,21,51.1942558289,4.4182715416,8
-107.5,2,51.2130012512,4.4124464989,9
-126.55555555555556,27,51.1943817139,4.41857481,8
-125.15625,32,51.1942481995,4.4187617302,20
-124.3157894736842,19,51.2082557678,4.426571846,8
-127.0,26,51.2152824402,4.4084048271,15
-126.33333333333333,3,51.2016410828,4.418129921,8
-122.3125,32,51.2033996582,4.4254918098,13
-121.25806451612904,31,51.2284240723,4.4133167267,14
-124.5,22,51.2077713013,4.4032816887,14
-125.12,25,51.21900177,4.4044184685,15
-124.56666666666666,30,51.2190322876,4.4046015739,8
-117.0,3,51.2079315186,4.439391613,9
-117.71794871794872,39,51.2157669067,4.420249939,7
-123.42307692307692,26,51.1942253113,4.4184117317,15
-122.44444444444444,9,51.1954269409,4.3988418579,7
-125.96153846153847,26,51.2202644348,4.4047517777,18
-92.0,1,51.2315063477,4.40294981,7
-123.33333333333333,33,51.2171516418,4.4165401459,11
-120.89655172413794,29,51.2307052612,4.4425501823,13
-126.4375,16,51.2078475952,4.4151749611,10
-122.0,23,51.2190742493,4.4042615891,18
-126.56,25,51.2304534912,4.3818850517,12
-120.33333333333333,21,51.2040977478,4.38793993,6
-121.93333333333334,30,51.2293891907,4.4017167091,7
-125.9090909090909,22,51.2313194275,4.4284834862,10
-124.31818181818181,22,51.2089881897,4.3919382095,9
-123.02777777777777,36,51.2154083252,4.418656826,9
-122.78260869565217,23,51.2276077271,4.4044184685,9
-118.51724137931035,29,51.2307357788,4.4032115936,8
-129.04,25,51.1944313049,4.4185814858,4
-124.07692307692308,13,51.2258262634,4.4022550583,9
-125.71875,32,51.1942367554,4.4184584618,23
-123.79166666666667,24,51.1940612793,4.4186115265,22
